ID,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Season,Review Rating,Previous Purchases,Frequency of Purchases,Height,Breadth,Length,Vendor Name,Vendor Ratings,Warehouse Name,Profit Margins (%)
819,Male,Shoes,Footwear,51,South Carolina,S,Fall,4.9,2,Bi-Weekly,14,42,18,Vendor G,3.0,Warehouse E,7.86
820,Male,Hat,Accessories,60,Colorado,M,Summer,3.7,28,Monthly,6,28,35,Vendor H,3.9,Warehouse E,9.7
821,Male,Skirt,Clothing,96,Minnesota,L,Winter,3.6,12,Fortnightly,11,29,25,Vendor G,3.0,Warehouse E,13.8
822,Male,Socks,Clothing,36,Missouri,L,Fall,4.3,14,Weekly,5,48,16,Vendor B,4.4,Warehouse E,30.6
823,Male,Skirt,Clothing,92,Alabama,M,Fall,3.2,23,Fortnightly,5,16,30,Vendor C,3.3,Warehouse E,39.01
824,Male,Socks,Clothing,23,Arkansas,L,Fall,3.7,39,Weekly,12,13,30,Vendor G,3.0,Warehouse E,5.62
825,Male,Sneakers,Footwear,83,North Carolina,S,Winter,3.2,47,Monthly,14,46,25,Vendor A,2.2,Warehouse E,45.2
826,Female,Pants,Clothing,38,Vermont,S,Fall,2.8,34,Monthly,6,21,19,Vendor G,3.0,Warehouse C,35.59
827,Female,Shirt,Clothing,79,Florida,M,Summer,2.5,3,Bi-Weekly,17,31,42,Vendor G,3.0,Warehouse E,49.93
828,Female,Shorts,Clothing,31,North Dakota,M,Summer,4.3,17,Every 3 Months,20,35,41,Vendor F,4.8,Warehouse E,48.44
829,Male,Pants,Clothing,79,Wisconsin,L,Winter,4.1,5,Monthly,10,23,17,Vendor D,2.6,Warehouse E,19.28
830,Male,Jeans,Clothing,55,Alaska,XL,Spring,2.7,13,Every 3 Months,17,22,19,Vendor A,2.2,Warehouse E,36.13
831,Male,Backpack,Accessories,93,Louisiana,S,Summer,4.3,37,Weekly,19,45,33,Vendor E,1.5,Warehouse E,20.83
832,Female,Boots,Footwear,92,Rhode Island,M,Summer,3.1,2,Annually,15,48,11,Vendor G,3.0,Warehouse E,31.31
833,Male,Pants,Clothing,55,New Mexico,M,Spring,4.9,50,Annually,19,50,14,Vendor A,2.2,Warehouse E,9.19
834,Male,Skirt,Clothing,38,Maryland,L,Fall,4.7,6,Every 3 Months,5,16,10,Vendor F,4.8,Warehouse E,43.02
835,Male,Coat,Outerwear,28,Indiana,S,Summer,2.8,45,Weekly,6,50,45,Vendor B,4.4,Warehouse E,29.94
836,Male,Sandals,Footwear,51,Illinois,L,Spring,2.6,25,Fortnightly,13,43,39,Vendor F,4.8,Warehouse A,41.09
837,Male,Shirt,Clothing,58,Louisiana,M,Fall,3.0,34,Annually,13,45,38,Vendor F,4.8,Warehouse E,48.42
838,Male,Gloves,Accessories,28,Oregon,S,Summer,4.7,50,Every 3 Months,16,27,10,Vendor F,4.8,Warehouse E,32.16
839,Male,Sunglasses,Accessories,50,Missouri,L,Summer,4.9,32,Bi-Weekly,8,26,23,Vendor D,2.6,Warehouse E,11.14
840,Male,Backpack,Accessories,50,Kentucky,XL,Winter,4.2,10,Fortnightly,10,21,49,Vendor G,3.0,Warehouse E,36.08
841,Female,Handbag,Accessories,41,Hawaii,S,Fall,4.0,50,Monthly,13,19,15,Vendor G,3.0,Warehouse B,6.42
842,Male,Sunglasses,Accessories,86,Nevada,XL,Spring,3.2,20,Bi-Weekly,17,16,33,Vendor B,4.4,Warehouse E,7.3
843,Male,Hat,Accessories,71,Idaho,S,Fall,3.1,28,Monthly,19,30,49,Vendor F,4.8,Warehouse E,26.19
844,Male,Shirt,Clothing,69,New Jersey,S,Winter,3.1,39,Every 3 Months,7,43,31,Vendor D,2.6,Warehouse E,21.61
845,Male,T-shirt,Clothing,63,Maine,L,Spring,4.3,9,Bi-Weekly,12,42,35,Vendor H,3.9,Warehouse E,36.86
846,Male,Jewelry,Accessories,28,Delaware,S,Spring,4.3,24,Monthly,7,30,12,Vendor G,3.0,Warehouse E,21.21
847,Male,Coat,Outerwear,84,Arkansas,M,Winter,4.9,13,Fortnightly,8,48,46,Vendor G,3.0,Warehouse E,8.4
848,Male,Socks,Clothing,71,Massachusetts,S,Winter,3.4,21,Monthly,6,33,33,Vendor F,4.8,Warehouse E,41.16
849,Female,Jacket,Outerwear,81,Minnesota,M,Spring,3.3,47,Every 3 Months,7,44,50,Vendor H,3.9,Warehouse E,48.04
850,Female,Sandals,Footwear,79,New Hampshire,L,Winter,3.5,45,Monthly,5,10,17,Vendor E,1.5,Warehouse E,44.23
851,Male,Pants,Clothing,76,Texas,L,Winter,4.1,35,Every 3 Months,5,29,49,Vendor G,3.0,Warehouse D,27.75
852,Male,Socks,Clothing,79,Montana,L,Spring,3.4,32,Bi-Weekly,5,35,33,Vendor A,2.2,Warehouse E,39.86
853,Male,Backpack,Accessories,22,Michigan,M,Fall,4.3,34,Weekly,18,44,11,Vendor B,4.4,Warehouse E,35.86
854,Male,Sandals,Footwear,21,Hawaii,L,Winter,4.0,1,Weekly,9,10,43,Vendor A,2.2,Warehouse B,17.73
855,Male,Handbag,Accessories,71,Montana,M,Fall,4.1,25,Every 3 Months,7,14,42,Vendor F,4.8,Warehouse E,27.43
856,Male,Backpack,Accessories,31,Louisiana,L,Summer,4.8,4,Quarterly,6,12,30,Vendor C,3.3,Warehouse E,11.33
857,Female,Jacket,Outerwear,39,Colorado,L,Summer,3.6,6,Fortnightly,12,31,20,Vendor E,1.5,Warehouse E,45.32
858,Female,Sandals,Footwear,39,Kansas,S,Winter,3.5,5,Fortnightly,19,16,10,Vendor H,3.9,Warehouse E,44.1
859,Male,Skirt,Clothing,98,Alabama,S,Spring,4.3,11,Monthly,19,13,39,Vendor E,1.5,Warehouse E,43.53
860,Male,Jewelry,Accessories,47,Alabama,S,Fall,4.7,31,Monthly,9,49,47,Vendor H,3.9,Warehouse E,28.3
861,Female,Blouse,Clothing,88,Georgia,L,Summer,3.8,35,Monthly,13,28,23,Vendor G,3.0,Warehouse E,24.18
862,Female,Pants,Clothing,42,Montana,L,Summer,4.0,34,Weekly,10,45,19,Vendor F,4.8,Warehouse E,29.32
863,Male,Jeans,Clothing,57,Louisiana,M,Fall,2.9,13,Annually,15,45,11,Vendor B,4.4,Warehouse E,35.29
864,Female,Shirt,Clothing,64,Rhode Island,L,Winter,3.7,37,Every 3 Months,12,21,49,Vendor F,4.8,Warehouse E,36.61
865,Male,Shirt,Clothing,93,New Mexico,M,Spring,4.6,28,Weekly,14,18,42,Vendor A,2.2,Warehouse E,6.17
866,Male,Hoodie,Clothing,88,New Mexico,M,Spring,4.1,41,Quarterly,6,35,46,Vendor E,1.5,Warehouse E,23.1
867,Male,Hat,Accessories,43,New Hampshire,L,Fall,4.6,33,Quarterly,16,25,15,Vendor C,3.3,Warehouse E,23.58
868,Male,Hat,Accessories,68,Indiana,M,Fall,4.1,38,Fortnightly,15,43,44,Vendor C,3.3,Warehouse E,40.31
869,Male,T-shirt,Clothing,45,Louisiana,L,Winter,4.1,37,Monthly,15,48,23,Vendor G,3.0,Warehouse E,40.39
870,Male,Belt,Accessories,88,Nevada,M,Spring,3.0,12,Fortnightly,19,26,25,Vendor A,2.2,Warehouse E,45.61
871,Male,Shoes,Footwear,44,Tennessee,S,Spring,2.6,36,Fortnightly,10,12,25,Vendor B,4.4,Warehouse E,9.28
872,Male,T-shirt,Clothing,71,Ohio,L,Winter,4.3,44,Every 3 Months,13,30,38,Vendor B,4.4,Warehouse E,16.97
873,Female,Pants,Clothing,72,Ohio,S,Summer,3.3,6,Fortnightly,7,11,44,Vendor B,4.4,Warehouse E,15.66
874,Male,Jeans,Clothing,64,Maine,M,Spring,3.9,29,Monthly,7,34,44,Vendor E,1.5,Warehouse E,14.12
875,Male,Gloves,Accessories,74,Alabama,S,Spring,2.8,16,Quarterly,14,16,13,Vendor G,3.0,Warehouse E,23.53
876,Male,Jewelry,Accessories,39,Louisiana,L,Spring,3.4,40,Quarterly,10,36,27,Vendor A,2.2,Warehouse E,14.24
877,Male,Hoodie,Clothing,44,New Jersey,L,Fall,4.1,30,Monthly,13,28,26,Vendor E,1.5,Warehouse E,22.96
878,Female,Hoodie,Clothing,83,South Carolina,M,Spring,4.3,44,Fortnightly,11,37,35,Vendor D,2.6,Warehouse E,20.72
879,Female,Hat,Accessories,80,Virginia,M,Winter,4.5,3,Monthly,12,23,28,Vendor G,3.0,Warehouse E,34.83
880,Male,Dress,Clothing,22,Rhode Island,L,Winter,2.9,33,Fortnightly,11,35,46,Vendor F,4.8,Warehouse E,47.6
881,Female,Jewelry,Accessories,89,Arkansas,M,Winter,2.7,4,Weekly,17,31,30,Vendor G,3.0,Warehouse E,13.1
882,Female,Scarf,Accessories,83,Tennessee,L,Fall,2.6,33,Quarterly,12,27,27,Vendor F,4.8,Warehouse E,18.09
883,Male,Belt,Accessories,55,Hawaii,M,Spring,5.0,19,Every 3 Months,16,33,22,Vendor D,2.6,Warehouse B,26.41
884,Male,Hoodie,Clothing,56,Arkansas,M,Winter,3.4,32,Monthly,11,39,16,Vendor D,2.6,Warehouse E,20.37
885,Male,Sandals,Footwear,97,Minnesota,S,Winter,3.2,44,Every 3 Months,10,24,35,Vendor G,3.0,Warehouse E,30.03
886,Female,Scarf,Accessories,58,Massachusetts,S,Summer,2.6,2,Fortnightly,11,46,26,Vendor E,1.5,Warehouse E,9.68
887,Male,Handbag,Accessories,51,Hawaii,L,Fall,3.7,46,Monthly,12,27,33,Vendor H,3.9,Warehouse B,24.06
888,Female,Shorts,Clothing,66,Wisconsin,M,Winter,3.7,14,Fortnightly,20,23,44,Vendor D,2.6,Warehouse E,17.39
889,Female,T-shirt,Clothing,62,Michigan,M,Fall,2.6,36,Quarterly,8,34,30,Vendor F,4.8,Warehouse E,15.5
890,Male,Pants,Clothing,75,Delaware,M,Winter,3.3,35,Quarterly,11,32,42,Vendor D,2.6,Warehouse E,11.69
891,Male,Shoes,Footwear,37,Montana,XL,Summer,4.5,36,Annually,10,32,35,Vendor B,4.4,Warehouse E,26.7
892,Female,Backpack,Accessories,25,Delaware,M,Fall,3.9,3,Annually,12,17,33,Vendor C,3.3,Warehouse E,37.25
893,Male,Handbag,Accessories,65,Vermont,M,Fall,2.9,20,Bi-Weekly,6,29,24,Vendor F,4.8,Warehouse C,10.85
894,Male,Sandals,Footwear,74,Indiana,S,Spring,4.8,19,Weekly,10,10,30,Vendor B,4.4,Warehouse E,40.24
895,Male,Jeans,Clothing,72,Massachusetts,L,Summer,3.3,40,Annually,7,50,45,Vendor D,2.6,Warehouse E,36.08
896,Male,Shorts,Clothing,20,Maine,M,Spring,5.0,33,Fortnightly,6,12,35,Vendor E,1.5,Warehouse E,15.99
897,Male,Shorts,Clothing,34,Louisiana,L,Winter,3.2,19,Weekly,8,32,23,Vendor E,1.5,Warehouse E,44.56
898,Male,Jeans,Clothing,62,New York,M,Fall,3.7,2,Monthly,12,45,38,Vendor A,2.2,Warehouse E,29.49
899,Female,Handbag,Accessories,61,Tennessee,M,Summer,3.0,48,Fortnightly,14,19,40,Vendor F,4.8,Warehouse E,40.41
900,Male,Boots,Footwear,77,Ohio,M,Summer,2.5,5,Bi-Weekly,15,26,41,Vendor H,3.9,Warehouse E,36.21
901,Male,Sandals,Footwear,45,Minnesota,M,Fall,2.6,27,Weekly,19,37,29,Vendor H,3.9,Warehouse E,8.01
902,Male,Skirt,Clothing,26,Wisconsin,L,Summer,3.9,47,Bi-Weekly,15,39,34,Vendor A,2.2,Warehouse E,38.59
903,Female,Socks,Clothing,37,Florida,L,Winter,4.6,4,Bi-Weekly,13,14,20,Vendor E,1.5,Warehouse E,20.36
904,Male,Handbag,Accessories,26,Mississippi,S,Winter,3.0,13,Fortnightly,15,24,34,Vendor E,1.5,Warehouse E,13.89
905,Male,Socks,Clothing,28,New Mexico,L,Spring,2.9,23,Monthly,16,46,18,Vendor G,3.0,Warehouse E,19.29
906,Female,Sneakers,Footwear,61,Missouri,M,Spring,3.5,30,Quarterly,13,10,30,Vendor A,2.2,Warehouse E,25.31
907,Female,Jacket,Outerwear,95,North Dakota,L,Fall,4.6,7,Quarterly,19,41,44,Vendor H,3.9,Warehouse E,25.33
908,Male,Sweater,Clothing,37,Louisiana,M,Summer,4.9,12,Quarterly,7,29,12,Vendor H,3.9,Warehouse E,49.42
909,Male,Sweater,Clothing,84,Kentucky,S,Spring,4.3,12,Monthly,12,33,17,Vendor H,3.9,Warehouse E,42.26
910,Male,Hoodie,Clothing,32,Colorado,L,Summer,3.4,1,Every 3 Months,20,41,15,Vendor E,1.5,Warehouse E,25.45
911,Female,Scarf,Accessories,56,New Mexico,S,Summer,4.0,26,Monthly,17,37,31,Vendor C,3.3,Warehouse E,35.15
912,Male,Dress,Clothing,27,Texas,L,Fall,3.4,3,Bi-Weekly,15,39,42,Vendor F,4.8,Warehouse D,21.33
913,Male,Pants,Clothing,38,Michigan,M,Summer,4.8,35,Every 3 Months,19,47,39,Vendor H,3.9,Warehouse E,29.09
914,Male,Gloves,Accessories,73,Delaware,S,Spring,3.6,43,Every 3 Months,10,42,43,Vendor A,2.2,Warehouse E,47.14
915,Male,Scarf,Accessories,69,Ohio,L,Fall,3.7,19,Fortnightly,18,31,37,Vendor F,4.8,Warehouse E,20.79
916,Male,Shorts,Clothing,25,Montana,S,Spring,4.6,21,Fortnightly,19,28,46,Vendor E,1.5,Warehouse E,26.67
917,Male,Scarf,Accessories,53,Wisconsin,M,Summer,2.9,9,Quarterly,14,13,29,Vendor B,4.4,Warehouse E,47.04
918,Male,Dress,Clothing,49,Rhode Island,XL,Winter,2.6,25,Fortnightly,8,13,22,Vendor D,2.6,Warehouse E,42.7
919,Male,Scarf,Accessories,36,Arkansas,M,Winter,3.4,46,Fortnightly,6,30,11,Vendor G,3.0,Warehouse E,6.25
920,Female,Shirt,Clothing,45,Texas,S,Fall,3.5,29,Fortnightly,11,14,34,Vendor B,4.4,Warehouse D,49.46
921,Female,Blouse,Clothing,59,Vermont,M,Winter,3.5,39,Monthly,8,29,43,Vendor E,1.5,Warehouse C,11.22
922,Male,Hoodie,Clothing,25,Texas,M,Summer,3.6,14,Annually,10,40,42,Vendor D,2.6,Warehouse D,8.3
923,Male,Shorts,Clothing,37,South Carolina,M,Summer,4.8,22,Annually,9,42,35,Vendor F,4.8,Warehouse E,28.23
924,Female,Jacket,Outerwear,84,Colorado,L,Winter,4.2,42,Monthly,7,18,46,Vendor C,3.3,Warehouse E,28.3
925,Male,Sandals,Footwear,95,Michigan,M,Fall,3.4,37,Fortnightly,11,42,30,Vendor D,2.6,Warehouse E,10.46
926,Male,Pants,Clothing,97,Texas,L,Fall,3.5,25,Monthly,9,16,40,Vendor H,3.9,Warehouse D,41.07
927,Female,Shoes,Footwear,77,Minnesota,S,Summer,3.8,24,Weekly,18,11,46,Vendor G,3.0,Warehouse E,46.72
928,Male,Scarf,Accessories,44,Vermont,L,Winter,3.0,12,Fortnightly,8,48,45,Vendor H,3.9,Warehouse C,10.83
929,Male,Hoodie,Clothing,51,Wyoming,M,Summer,3.8,42,Bi-Weekly,7,26,12,Vendor C,3.3,Warehouse E,22.28
930,Female,Shoes,Footwear,63,Iowa,S,Spring,4.5,21,Monthly,12,19,22,Vendor A,2.2,Warehouse E,30.62
931,Male,Shorts,Clothing,84,Massachusetts,S,Winter,2.8,40,Bi-Weekly,13,13,33,Vendor F,4.8,Warehouse E,6.63
932,Female,Handbag,Accessories,58,Connecticut,M,Summer,4.4,30,Quarterly,13,38,11,Vendor B,4.4,Warehouse E,39.14
933,Male,Blouse,Clothing,29,Mississippi,M,Summer,3.3,11,Weekly,10,31,47,Vendor E,1.5,Warehouse E,21.59
934,Male,Socks,Clothing,75,Alaska,L,Winter,4.3,45,Monthly,15,24,24,Vendor C,3.3,Warehouse E,45.92
935,Male,Scarf,Accessories,89,Utah,M,Winter,3.8,31,Weekly,12,24,27,Vendor E,1.5,Warehouse E,30.09
936,Male,Handbag,Accessories,59,California,L,Summer,4.4,23,Annually,18,16,11,Vendor C,3.3,Warehouse E,17.32
937,Male,Jeans,Clothing,97,Washington,XL,Fall,3.0,24,Quarterly,20,43,49,Vendor G,3.0,Warehouse E,23.49
938,Male,Sneakers,Footwear,37,Pennsylvania,S,Fall,4.3,30,Monthly,13,15,37,Vendor F,4.8,Warehouse E,20.51
939,Female,Pants,Clothing,85,New Jersey,M,Spring,3.2,13,Quarterly,20,33,32,Vendor H,3.9,Warehouse E,11.13
940,Male,Coat,Outerwear,33,Connecticut,L,Winter,4.4,49,Monthly,11,38,50,Vendor B,4.4,Warehouse E,10.29
941,Male,Jeans,Clothing,76,California,M,Winter,3.2,47,Quarterly,6,23,45,Vendor H,3.9,Warehouse E,11.14
942,Male,Sneakers,Footwear,46,Minnesota,L,Spring,4.6,2,Every 3 Months,20,36,17,Vendor F,4.8,Warehouse E,37.28
943,Female,Coat,Outerwear,59,Utah,S,Winter,2.7,12,Annually,16,49,50,Vendor E,1.5,Warehouse E,38.79
944,Male,Jacket,Outerwear,88,Idaho,XL,Winter,2.9,25,Bi-Weekly,14,41,44,Vendor C,3.3,Warehouse E,22.24
945,Male,Blouse,Clothing,94,South Dakota,L,Fall,4.0,22,Annually,10,41,36,Vendor E,1.5,Warehouse E,8.15
946,Male,Dress,Clothing,79,West Virginia,L,Winter,4.7,45,Monthly,19,26,39,Vendor A,2.2,Warehouse E,34.72
947,Male,Boots,Footwear,95,West Virginia,M,Summer,3.6,11,Every 3 Months,17,45,40,Vendor D,2.6,Warehouse E,26.03
948,Male,Sneakers,Footwear,97,Idaho,S,Fall,4.2,8,Annually,16,47,45,Vendor F,4.8,Warehouse E,37.63
949,Female,T-shirt,Clothing,44,Idaho,M,Winter,3.3,31,Monthly,5,13,28,Vendor B,4.4,Warehouse E,29.21
950,Male,Coat,Outerwear,62,Idaho,M,Summer,4.4,12,Every 3 Months,15,40,47,Vendor F,4.8,Warehouse E,32.65
951,Male,Shorts,Clothing,72,Oklahoma,M,Summer,2.5,27,Every 3 Months,18,18,19,Vendor B,4.4,Warehouse E,25.48
952,Female,Dress,Clothing,41,Wisconsin,M,Fall,4.3,12,Annually,9,12,12,Vendor F,4.8,Warehouse E,33.5
953,Male,T-shirt,Clothing,99,Iowa,XL,Fall,4.1,20,Annually,10,49,39,Vendor C,3.3,Warehouse E,7.23
954,Female,Jacket,Outerwear,86,Texas,XL,Fall,4.8,23,Fortnightly,7,44,35,Vendor C,3.3,Warehouse D,41.39
955,Male,Jeans,Clothing,69,Indiana,L,Fall,3.4,27,Annually,15,15,35,Vendor H,3.9,Warehouse E,15.07
956,Male,Sandals,Footwear,39,Nebraska,M,Summer,4.4,26,Monthly,19,44,42,Vendor A,2.2,Warehouse E,47.36
957,Female,Gloves,Accessories,38,Illinois,S,Summer,4.4,40,Annually,6,15,34,Vendor D,2.6,Warehouse A,12.97
958,Male,Jewelry,Accessories,74,New Hampshire,M,Summer,2.6,48,Quarterly,9,39,39,Vendor D,2.6,Warehouse E,28.78
959,Male,Blouse,Clothing,74,Maine,M,Fall,3.3,25,Every 3 Months,13,38,13,Vendor C,3.3,Warehouse E,35.2
960,Male,Sunglasses,Accessories,93,Idaho,L,Fall,4.2,48,Annually,16,12,12,Vendor B,4.4,Warehouse E,31.82
961,Female,Sweater,Clothing,48,South Carolina,S,Fall,4.9,25,Every 3 Months,7,25,42,Vendor H,3.9,Warehouse E,14.42
962,Male,Skirt,Clothing,76,Wyoming,S,Spring,4.1,14,Quarterly,5,22,31,Vendor B,4.4,Warehouse E,7.73
963,Female,Sneakers,Footwear,52,Maryland,L,Summer,4.6,10,Bi-Weekly,11,41,39,Vendor C,3.3,Warehouse E,21.91
964,Female,Hoodie,Clothing,50,Florida,M,Fall,3.0,4,Bi-Weekly,5,28,50,Vendor G,3.0,Warehouse E,38.18
965,Male,Hat,Accessories,81,Pennsylvania,M,Summer,2.6,46,Monthly,12,50,45,Vendor A,2.2,Warehouse E,7.76
966,Male,Sandals,Footwear,38,New York,S,Fall,3.8,13,Quarterly,9,36,42,Vendor E,1.5,Warehouse E,26.19
967,Male,Backpack,Accessories,73,Mississippi,XL,Summer,4.7,46,Weekly,8,19,45,Vendor B,4.4,Warehouse E,5.94
968,Female,Sunglasses,Accessories,30,Mississippi,S,Winter,4.9,47,Bi-Weekly,16,40,16,Vendor A,2.2,Warehouse E,42.6
969,Male,Jewelry,Accessories,20,Georgia,M,Fall,4.4,26,Quarterly,18,48,41,Vendor A,2.2,Warehouse E,39.0
970,Female,Sneakers,Footwear,48,Oregon,M,Summer,4.6,34,Every 3 Months,12,14,18,Vendor D,2.6,Warehouse E,17.98
971,Male,Shoes,Footwear,89,Alaska,L,Spring,3.2,50,Annually,7,48,16,Vendor H,3.9,Warehouse E,45.45
972,Male,Handbag,Accessories,29,Minnesota,M,Summer,3.7,13,Monthly,13,14,33,Vendor B,4.4,Warehouse E,34.66
973,Female,Skirt,Clothing,61,Florida,L,Winter,4.8,43,Quarterly,20,11,50,Vendor D,2.6,Warehouse E,15.19
974,Male,Hat,Accessories,68,Washington,M,Winter,5.0,5,Every 3 Months,10,17,20,Vendor E,1.5,Warehouse E,22.21
975,Male,Gloves,Accessories,40,Colorado,M,Summer,2.5,33,Weekly,12,31,15,Vendor D,2.6,Warehouse E,19.6
976,Male,T-shirt,Clothing,36,Arkansas,S,Fall,4.1,48,Quarterly,14,33,25,Vendor C,3.3,Warehouse E,9.13
977,Male,Belt,Accessories,26,New Jersey,L,Summer,3.7,29,Fortnightly,17,29,42,Vendor G,3.0,Warehouse E,46.3
978,Male,Boots,Footwear,55,Delaware,L,Spring,5.0,10,Annually,20,20,21,Vendor B,4.4,Warehouse E,42.61
979,Male,Jeans,Clothing,83,Nebraska,M,Winter,3.3,5,Monthly,5,38,25,Vendor C,3.3,Warehouse E,11.02
980,Male,Sneakers,Footwear,88,Maryland,S,Winter,3.2,40,Annually,17,43,44,Vendor C,3.3,Warehouse E,36.4
981,Male,Backpack,Accessories,81,New Hampshire,L,Spring,2.7,30,Quarterly,18,36,41,Vendor C,3.3,Warehouse E,11.97
982,Female,Pants,Clothing,40,California,L,Fall,4.0,42,Every 3 Months,20,50,50,Vendor E,1.5,Warehouse E,49.76
983,Male,Pants,Clothing,59,Minnesota,M,Fall,3.1,32,Annually,5,44,34,Vendor F,4.8,Warehouse E,12.55
984,Male,Sneakers,Footwear,25,Tennessee,M,Spring,4.2,3,Annually,9,15,48,Vendor H,3.9,Warehouse E,24.28
985,Male,Dress,Clothing,81,Georgia,L,Fall,3.7,4,Annually,13,12,44,Vendor E,1.5,Warehouse E,42.01
986,Female,Dress,Clothing,78,Oregon,M,Fall,2.8,9,Bi-Weekly,5,50,49,Vendor G,3.0,Warehouse E,7.46
987,Male,Shorts,Clothing,82,Nevada,M,Fall,4.1,47,Weekly,16,28,16,Vendor C,3.3,Warehouse E,10.14
988,Female,Blouse,Clothing,25,Georgia,M,Spring,2.6,7,Bi-Weekly,17,18,36,Vendor E,1.5,Warehouse E,42.14
989,Male,Sweater,Clothing,23,Vermont,M,Winter,4.6,24,Monthly,19,35,26,Vendor F,4.8,Warehouse C,39.26
990,Male,Scarf,Accessories,97,South Carolina,XL,Summer,4.6,26,Annually,7,18,28,Vendor F,4.8,Warehouse E,37.95
991,Male,Hat,Accessories,28,Delaware,M,Fall,3.1,8,Quarterly,6,50,21,Vendor G,3.0,Warehouse E,24.93
992,Male,Skirt,Clothing,66,Nevada,M,Spring,3.8,5,Bi-Weekly,13,21,27,Vendor H,3.9,Warehouse E,41.87
993,Male,T-shirt,Clothing,62,North Carolina,M,Winter,3.7,34,Bi-Weekly,20,28,47,Vendor F,4.8,Warehouse E,37.76
994,Male,Socks,Clothing,55,Louisiana,M,Spring,3.9,15,Annually,6,23,26,Vendor H,3.9,Warehouse E,5.93
995,Female,Sweater,Clothing,60,South Carolina,S,Spring,4.5,15,Bi-Weekly,6,45,37,Vendor F,4.8,Warehouse E,37.16
996,Female,Hoodie,Clothing,85,Illinois,S,Winter,3.4,18,Weekly,15,33,37,Vendor B,4.4,Warehouse A,23.99
997,Male,Sunglasses,Accessories,47,South Dakota,S,Fall,3.5,17,Bi-Weekly,14,19,24,Vendor D,2.6,Warehouse E,14.57
998,Female,Blouse,Clothing,82,Mississippi,M,Spring,3.4,8,Weekly,16,42,35,Vendor F,4.8,Warehouse E,5.26
999,Male,Jewelry,Accessories,60,Minnesota,S,Summer,4.3,44,Every 3 Months,19,42,38,Vendor G,3.0,Warehouse E,45.33
1000,Male,Hoodie,Clothing,42,Kansas,L,Fall,3.7,47,Monthly,8,18,18,Vendor E,1.5,Warehouse E,6.21
